fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_pca,0.5691781679107873,0.7991967871485943,933,249,27,18,5,None,0
2,X_pca,0.5363649412882451,0.804953560371517,859,323,27,18,5,None,0
3,X_pca,0.6219734764619391,0.8164794007490637,915,267,27,18,5,None,0
4,X_pca,0.7332426170022077,0.7777777777777778,1020,162,27,19,4,None,0
5,X_pca,0.6310012212542992,0.7679558011049724,1001,181,27,19,4,None,0
