fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,hvg,0.5683421610168538,0.8273092369477911,933,249,27,18,5,None,0
2,hvg,0.5600356361276009,0.7987616099071208,859,323,27,18,5,None,0
3,hvg,0.5394928745256216,0.7940074906367042,915,267,27,18,5,None,0
4,hvg,0.6660433701295624,0.8271604938271605,1020,162,27,19,4,None,0
5,hvg,0.6424677399727052,0.7955801104972375,1001,181,27,19,4,None,0
