cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9913793103448276,0.9871244635193133,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.8571428571428571,0.8571428571428571,0.8571428571428571,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9540412044374009,0.9585987261146497,0.9495268138801262,317.0
T-helper 22 cell,0.6819923371647509,0.7007874015748031,0.664179104477612,134.0
"central memory CD4-positive, alpha-beta T cell",0.6852248394004282,0.6557377049180327,0.7174887892376681,223.0
"effector CD8-positive, alpha-beta T cell",0.8356164383561645,0.7577639751552795,0.9312977099236641,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7435897435897435,0.75,0.7372881355932204,118.0
gamma-delta T cell,0.463768115942029,0.5818181818181818,0.3855421686746988,83.0
mature NK T cell,0.8301886792452831,0.9565217391304348,0.7333333333333333,90.0
mucosal invariant T cell,0.6618705035971223,0.6571428571428571,0.6666666666666666,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8288,0.7872340425531915,0.875,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7342657342657344,0.8076923076923077,0.6730769230769231,156.0
