scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.9928592613952397,0.9952941176470588,8500,9,None,0
random_split,pca,0.9882782284906148,0.99,8500,9,None,0
random_split,harmony,0.9863839127012866,0.99,8500,9,None,0
random_split,scvi,0.9852855165732007,0.991764705882353,8500,9,None,0
