fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,harmony,0.9473855945560362,0.9787117903930131,6914,1832,9,15,4,None,0
2,harmony,0.9633542161147122,0.985,6746,2000,9,15,4,None,0
3,harmony,0.9369877741350918,0.984,6746,2000,9,15,4,None,0
4,harmony,0.8900461908584928,0.9845,6746,2000,9,15,4,None,0
5,harmony,0.908210734009437,0.9617067833698031,7832,914,9,16,3,None,0
