fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,pca,0.9866635240465222,0.9918122270742358,6914,1832,9,15,4,None,0
2,pca,0.9758991452874424,0.9895,6746,2000,9,15,4,None,0
3,pca,0.9865827429942805,0.997,6746,2000,9,15,4,None,0
4,pca,0.9706421066785664,0.9955,6746,2000,9,15,4,None,0
5,pca,0.9642288845596578,0.9846827133479212,7832,914,9,16,3,None,0
