fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,scvi,0.9856163679153236,0.9912663755458515,6914,1832,9,15,4,None,0
2,scvi,0.9809682700462096,0.9925,6746,2000,9,15,4,None,0
3,scvi,0.9901840735395974,0.997,6746,2000,9,15,4,None,0
4,scvi,0.9677381431216586,0.9945,6746,2000,9,15,4,None,0
5,scvi,0.9327572302722695,0.9726477024070022,7832,914,9,16,3,None,0
