cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9913793103448276,0.9871244635193133,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.8571428571428571,0.8571428571428571,0.8571428571428571,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9558359621451105,0.9558359621451105,0.9558359621451105,317.0
T-helper 22 cell,0.6716981132075472,0.6793893129770993,0.664179104477612,134.0
"central memory CD4-positive, alpha-beta T cell",0.6811279826464209,0.6596638655462185,0.7040358744394619,223.0
"effector CD8-positive, alpha-beta T cell",0.851063829787234,0.7947019867549668,0.916030534351145,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7435897435897435,0.75,0.7372881355932204,118.0
gamma-delta T cell,0.5,0.5692307692307692,0.4457831325301205,83.0
mature NK T cell,0.8250000000000001,0.9428571428571428,0.7333333333333333,90.0
mucosal invariant T cell,0.6811594202898551,0.6811594202898551,0.6811594202898551,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.835725677830941,0.7915407854984894,0.8851351351351351,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.734982332155477,0.8188976377952756,0.6666666666666666,156.0
