cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9935205183585313,0.9913793103448276,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.8913043478260869,0.9534883720930233,0.8367346938775511,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.953125,0.9442724458204335,0.9621451104100947,317.0
T-helper 22 cell,0.6363636363636364,0.6461538461538462,0.6268656716417911,134.0
"central memory CD4-positive, alpha-beta T cell",0.6666666666666666,0.636734693877551,0.6995515695067265,223.0
"effector CD8-positive, alpha-beta T cell",0.8327645051194539,0.7530864197530864,0.9312977099236641,131.0
"effector memory CD8-positive, alpha-beta T cell",0.6995515695067265,0.7428571428571429,0.6610169491525424,118.0
gamma-delta T cell,0.423841059602649,0.47058823529411764,0.3855421686746988,83.0
mature NK T cell,0.8414634146341463,0.9324324324324325,0.7666666666666667,90.0
mucosal invariant T cell,0.6666666666666666,0.6818181818181818,0.6521739130434783,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8216039279869067,0.7968253968253968,0.847972972972973,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7310344827586207,0.7910447761194029,0.6794871794871795,156.0
