scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.7887694659383856,0.814540059347181,10107,13,Site,2
random_split,pca,0.8202656727642721,0.8471810089020771,10107,13,Site,2
random_split,harmony,0.7878137406566257,0.8219584569732937,10107,13,Site,2
random_split,scvi,0.7813773688838531,0.8130563798219584,10107,13,Site,2
