cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9917081260364843,0.9966666666666667,0.9867986798679867,303.0,2
"CD16-negative, CD56-bright natural killer cell, human",0.8541666666666667,0.9318181818181818,0.7884615384615384,52.0,2
"CD16-positive, CD56-dim natural killer cell, human",0.8961038961038962,0.9539170506912442,0.8448979591836735,245.0,2
T-helper 22 cell,0.4921875,0.4228187919463087,0.5887850467289719,107.0,2
"central memory CD4-positive, alpha-beta T cell",0.7309644670050762,0.7762803234501348,0.6906474820143885,417.0,2
"effector CD8-positive, alpha-beta T cell",0.7591836734693876,0.7622950819672131,0.7560975609756098,123.0,2
"effector memory CD8-positive, alpha-beta T cell",0.6167400881057269,0.6542056074766355,0.5833333333333334,120.0,2
gamma-delta T cell,0.2900763358778626,0.2261904761904762,0.40425531914893614,47.0,2
mature NK T cell,0.8834355828220859,0.8780487804878049,0.8888888888888888,81.0,2
mucosal invariant T cell,0.54421768707483,0.5797101449275363,0.5128205128205128,78.0,2
naive B cell,0.9865951742627346,1.0,0.9735449735449735,189.0,2
"naive thymus-derived CD4-positive, alpha-beta T cell",0.7720739219712527,0.7315175097276264,0.8173913043478261,230.0,2
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7901234567901235,0.7757575757575758,0.8050314465408805,159.0,2
