cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.987593052109181,0.9754901960784313,1.0,199.0,3
"CD16-negative, CD56-bright natural killer cell, human",0.8987341772151899,0.9342105263157895,0.8658536585365854,82.0,3
"CD16-positive, CD56-dim natural killer cell, human",0.9546044098573281,0.9316455696202531,0.9787234042553191,376.0,3
T-helper 22 cell,0.6940298507462686,0.6458333333333334,0.75,124.0,3
"central memory CD4-positive, alpha-beta T cell",0.586021505376344,0.5265700483091788,0.6606060606060606,165.0,3
"effector CD8-positive, alpha-beta T cell",0.8758465011286682,0.8290598290598291,0.9282296650717703,209.0,3
"effector memory CD8-positive, alpha-beta T cell",0.6849315068493151,0.6521739130434783,0.7211538461538461,104.0,3
gamma-delta T cell,0.4761904761904762,0.6779661016949152,0.3669724770642202,109.0,3
mature NK T cell,0.8070175438596491,0.9857142857142858,0.6831683168316832,101.0,3
mucosal invariant T cell,0.7382550335570469,0.7971014492753623,0.6875,80.0,3
naive B cell,1.0,1.0,1.0,90.0,3
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8430379746835444,0.8516624040920716,0.8345864661654135,399.0,3
"naive thymus-derived CD8-positive, alpha-beta T cell",0.676056338028169,0.7164179104477612,0.64,150.0,3
