fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_scVI,0.7654404615580953,0.83008356545961,7953,2154,13,18,5,None,0
2,X_scVI,0.6947929977570448,0.7452347745234774,7956,2151,13,18,5,None,0
3,X_scVI,0.7803930001084896,0.806672760511883,7919,2188,13,18,5,None,0
4,X_scVI,0.7228127068267747,0.7422737306843267,8295,1812,13,19,4,None,0
5,X_scVI,0.7576520449923478,0.8118756936736959,8305,1802,13,19,4,None,0
