cell_type,f1,precision,recall,support,fold
CD14-positive monocyte,0.9933774834437086,0.9966777408637874,0.9900990099009901,303.0,2
"CD16-negative, CD56-bright natural killer cell, human",0.8400000000000001,0.875,0.8076923076923077,52.0,2
"CD16-positive, CD56-dim natural killer cell, human",0.9025423728813559,0.9383259911894273,0.8693877551020408,245.0,2
T-helper 22 cell,0.49201277955271555,0.3737864077669903,0.719626168224299,107.0,2
"central memory CD4-positive, alpha-beta T cell",0.6657101865136299,0.8285714285714286,0.5563549160671463,417.0,2
"effector CD8-positive, alpha-beta T cell",0.7457627118644069,0.7787610619469026,0.7154471544715447,123.0,2
"effector memory CD8-positive, alpha-beta T cell",0.6695652173913043,0.7,0.6416666666666667,120.0,2
gamma-delta T cell,0.23529411764705885,0.16981132075471697,0.3829787234042553,47.0,2
mature NK T cell,0.9056603773584906,0.9230769230769231,0.8888888888888888,81.0,2
mucosal invariant T cell,0.6242038216560509,0.620253164556962,0.6282051282051282,78.0,2
naive B cell,1.0,1.0,1.0,189.0,2
"naive thymus-derived CD4-positive, alpha-beta T cell",0.7894736842105263,0.695364238410596,0.9130434782608695,230.0,2
"naive thymus-derived CD8-positive, alpha-beta T cell",0.5977859778597786,0.7232142857142857,0.5094339622641509,159.0,2
