fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_pca,0.7916446692449391,0.8505106778087279,7953,2154,13,18,5,None,0
2,X_pca,0.7277991331060789,0.7661552766155276,7956,2151,13,18,5,None,0
3,X_pca,0.8098329764047427,0.8436928702010968,7919,2188,13,18,5,None,0
4,X_pca,0.763762237124275,0.7836644591611479,8295,1812,13,19,4,None,0
5,X_pca,0.7851385004424908,0.8257491675915649,8305,1802,13,19,4,None,0
