scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.28140971711588,0.3005934581588996,108682,7,batch,14
random_split,pca,0.25678386597542596,0.30040944012513227,108682,7,batch,14
random_split,harmony,0.25433667484933503,0.2993053319225284,108682,7,batch,14
