fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,hvg,0.8614648938734502,0.8424890876184392,65180,18786,31,83,21,batch,13
2,hvg,0.8615517485393844,0.8414894304738509,68497,15469,31,83,21,batch,13
3,hvg,0.8694974213446486,0.8506529134203884,65740,18226,31,83,21,batch,13
4,hvg,0.8477398614921949,0.8315257662512631,69121,14845,31,83,21,batch,13
5,hvg,0.8618723775021321,0.8415264423076924,67326,16640,31,84,20,batch,13
