,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,111,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Adventitial fibroblasts,0,190,20,0,0,0,0,1,0,0,0,0,0,0,1,2,5,1,0,0,0,1,0,26,0,0,0,0,1,0,0
Alveolar fibroblasts,0,7,296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Alveolar macrophages,0,1,1,588,0,0,0,2,8,1,14,0,0,0,1,0,3,0,124,0,0,2,12,0,0,0,0,0,0,0,0
B cells,0,0,0,0,545,0,2,3,1,0,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Basal resting,0,0,0,0,0,672,0,0,0,8,0,0,0,1,0,0,1,12,0,1,1,0,0,0,0,0,0,0,0,54,0
CD4 T cells,0,0,0,0,1,1,854,115,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8 T cells,0,0,0,0,0,2,64,908,0,1,2,0,0,1,0,0,2,0,0,0,0,54,0,0,0,0,0,0,0,0,2
Classical monocytes,0,0,0,1,0,1,2,1,932,1,27,0,0,0,0,0,0,0,32,0,0,0,38,0,0,0,0,0,0,0,0
Club,0,0,0,1,0,7,0,0,2,633,0,1,0,0,0,0,202,8,0,0,0,0,0,0,0,0,1,0,0,101,12
DC2,0,0,0,6,6,0,0,1,7,0,791,0,0,0,0,0,0,0,60,0,1,0,12,0,0,0,0,0,0,1,0
Deuterosomal,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
EC aerocyte capillary,0,0,0,0,0,0,0,0,0,0,0,0,379,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,0,0,0,0,0,0,0,0,0,22,475,10,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,3,0,0,0,0,9,368,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC venous systemic,0,0,0,0,0,1,0,0,0,0,1,0,0,15,26,538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Goblet,0,0,0,1,0,0,0,0,0,126,0,3,0,1,0,0,699,7,1,1,10,0,0,0,0,0,5,4,0,11,7
Hillock-like,1,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,1,312,0,1,0,0,0,0,0,0,0,0,0,51,0
Interstitial macrophages,0,0,0,55,0,0,0,2,50,1,109,0,0,0,0,0,0,0,883,0,1,3,18,0,0,0,0,0,0,0,0
Ionocyte,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,101,0,0,0,0,0,0,0,0,0,0,0
Multiciliated,0,0,0,0,0,11,1,1,0,3,0,8,0,0,0,0,14,1,0,0,1622,0,0,0,0,0,0,0,0,6,1
NK cells,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,2,1,1,1,0,52,0,4,0,0,0,0,0,0,0,44,0,2,0,441,0,0,0,0,0,0,0,0
Peribronchial fibroblasts,0,8,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,298,0,0,0,0,0,0,0
Pericytes,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0
Plasma cells,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0
SMG duct,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,260,0,1,2,1
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,148,0,0
Suprabasal,2,0,0,0,0,82,0,1,1,60,2,4,0,0,0,0,5,39,1,0,1,0,0,0,0,0,2,0,0,742,1
Transitional Club-AT2,0,0,0,0,0,0,0,3,2,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,1,2,556
