,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,7
Adventitial fibroblasts,0,190,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,27,2,2,0,0,0,0,0
Alveolar fibroblasts,0,32,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,9,2,0,0,0,0,0
Alveolar macrophages,1,1,0,591,0,0,1,2,1,3,11,0,0,3,2,0,3,0,107,0,0,2,29,0,0,0,0,0,0,0,0
B cells,0,0,0,1,520,0,5,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Basal resting,1,1,0,0,0,632,2,0,0,3,0,0,0,0,0,0,0,26,0,10,0,0,0,0,0,0,0,0,0,74,1
CD4 T cells,1,0,0,0,2,1,833,116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,16,0,0,0,1,0
CD8 T cells,0,1,0,0,2,3,100,861,1,1,0,0,0,0,0,0,2,1,0,0,0,56,0,0,0,5,0,0,1,1,1
Classical monocytes,0,0,0,0,0,0,1,0,934,1,31,1,0,0,0,0,0,0,24,2,0,0,37,0,0,3,0,0,0,1,0
Club,0,0,0,3,0,3,0,0,0,640,0,0,0,0,0,0,186,19,0,7,0,0,1,0,0,0,0,0,0,95,14
DC2,0,0,0,13,17,0,0,0,6,3,778,0,0,0,0,0,0,0,45,0,0,1,17,0,0,4,0,0,0,1,0
Deuterosomal,0,0,0,0,0,0,0,0,0,9,0,102,0,0,0,0,28,0,0,6,66,0,0,0,0,0,0,0,0,0,2
EC aerocyte capillary,0,0,0,0,0,0,0,0,0,0,0,0,364,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,0,0,0,1,0,0,0,0,0,17,472,9,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,3,1,0,0,0,8,355,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC venous systemic,0,0,0,0,1,2,0,0,0,1,0,0,0,19,37,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goblet,0,0,0,1,0,1,1,0,0,174,0,7,0,0,0,0,642,1,0,13,4,0,1,0,0,0,4,2,0,19,6
Hillock-like,0,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,46,0
Interstitial macrophages,1,0,0,137,2,0,0,0,72,4,110,0,0,0,0,0,0,0,672,0,0,5,115,0,0,2,0,0,0,2,0
Ionocyte,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,7,0,0,0,1,0
Multiciliated,0,0,0,0,0,16,0,0,0,1,0,19,0,0,0,0,10,0,0,5,1613,0,0,0,0,0,0,0,0,3,1
NK cells,0,0,0,0,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,1,0
Non-classical monocytes,0,0,0,15,1,0,2,0,97,0,38,0,0,0,0,0,0,0,86,0,0,0,305,0,0,4,0,0,0,0,0
Peribronchial fibroblasts,0,10,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,264,0,0,0,0,0,0,0
Pericytes,0,0,15,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,5,0,0,0,1,225,0,0,0,0,0,0
Plasma cells,2,0,1,3,1,1,13,3,10,0,0,0,0,0,0,2,0,0,4,1,0,0,4,0,0,226,0,0,0,1,0
SMG duct,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,252,0,3,4,1
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,115,0,1,0
SMG serous,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,149,0,0
Suprabasal,2,0,0,0,0,132,1,2,1,80,0,1,0,0,0,0,9,80,0,1,0,1,0,0,0,1,4,0,0,627,1
Transitional Club-AT2,17,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,2,544
