,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,104,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7
Adventitial fibroblasts,0,183,23,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,0,1,0,27,2,3,0,0,0,0,0
Alveolar fibroblasts,0,33,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,8,1,0,0,0,0,0
Alveolar macrophages,1,1,0,594,0,0,0,2,2,3,11,0,0,2,2,0,4,0,104,0,0,2,29,0,0,0,0,0,0,0,0
B cells,0,0,0,1,518,0,6,4,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Basal resting,0,1,0,0,3,623,0,1,0,3,1,0,0,0,0,0,0,29,0,15,0,1,0,0,0,1,0,0,0,70,2
CD4 T cells,1,0,0,0,2,0,830,120,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,13,0,0,0,0,1
CD8 T cells,0,1,0,0,2,3,101,857,1,1,0,0,0,0,0,0,3,1,0,0,1,59,0,0,0,4,0,0,0,1,1
Classical monocytes,0,0,0,0,0,0,1,0,946,0,25,0,0,0,0,0,0,1,24,1,0,0,35,0,0,1,0,0,0,1,0
Club,0,0,0,2,1,3,0,0,0,624,0,0,0,0,0,0,192,19,0,6,0,0,2,0,0,0,6,2,0,95,16
DC2,0,0,0,14,19,0,0,0,9,1,766,0,0,0,0,0,0,0,51,0,0,1,20,0,0,3,0,0,0,1,0
Deuterosomal,0,0,0,0,0,0,0,0,0,9,0,104,0,0,0,0,28,0,0,0,66,0,0,0,0,0,0,0,4,0,2
EC aerocyte capillary,0,0,0,0,0,0,0,1,0,0,0,0,358,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC general capillary,0,0,0,0,0,0,3,0,0,0,0,0,21,477,8,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EC venous pulmonary,0,0,0,0,0,0,0,0,3,1,0,0,0,8,355,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC venous systemic,0,0,0,0,0,2,0,0,0,2,0,0,1,27,38,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goblet,0,0,0,1,0,0,1,1,0,173,0,6,0,0,0,0,625,1,0,9,4,0,1,0,0,0,15,4,2,24,9
Hillock-like,0,0,0,0,0,26,0,0,0,7,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,50,0
Interstitial macrophages,1,0,0,143,2,0,0,2,74,4,104,0,0,0,0,0,1,0,668,1,0,5,114,0,0,1,0,0,0,2,0
Ionocyte,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,86,0,0,0,0,0,8,0,0,0,1,0
Multiciliated,0,0,0,0,0,11,0,0,0,0,0,23,0,0,0,0,12,1,0,1,1614,0,0,0,0,0,1,0,1,3,1
NK cells,0,0,0,0,0,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,1,0
Non-classical monocytes,0,0,0,15,1,0,2,0,101,0,38,1,0,0,0,0,0,0,90,0,0,0,298,0,0,2,0,0,0,0,0
Peribronchial fibroblasts,0,10,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,264,0,0,0,0,0,0,0
Pericytes,0,0,22,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,220,0,0,0,0,0,0
Plasma cells,2,0,0,3,2,1,10,4,7,0,0,0,0,0,0,3,0,0,7,1,0,0,4,0,0,226,0,0,0,1,1
SMG duct,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,250,0,8,3,1
SMG mucous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,115,0,0,0
SMG serous,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,150,0,0
Suprabasal,4,0,0,0,0,137,1,0,1,81,1,1,0,0,0,0,13,70,0,4,0,4,0,0,0,1,5,0,0,619,1
Transitional Club-AT2,32,0,0,0,0,1,0,1,1,25,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,4,1,0,0,529
