,AT2 proliferating,Adventitial fibroblasts,Alveolar fibroblasts,Alveolar macrophages,B cells,Basal resting,CD4 T cells,CD8 T cells,Classical monocytes,Club,DC2,Deuterosomal,EC aerocyte capillary,EC general capillary,EC venous pulmonary,EC venous systemic,Goblet,Hillock-like,Interstitial macrophages,Ionocyte,Multiciliated,NK cells,Non-classical monocytes,Peribronchial fibroblasts,Pericytes,Plasma cells,SMG duct,SMG mucous,SMG serous,Suprabasal,Transitional Club-AT2
AT2 proliferating,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adventitial fibroblasts,0,533,37,2,0,0,2,0,0,0,1,0,1,3,4,0,1,0,1,0,0,0,0,21,0,0,2,0,0,0,0
Alveolar fibroblasts,0,22,415,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,1,0,0,1,0
Alveolar macrophages,0,1,1,1334,0,0,0,1,6,1,11,0,0,0,2,1,4,2,64,0,0,0,7,0,0,0,1,0,0,0,1
B cells,0,0,0,0,247,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Basal resting,0,0,0,2,0,548,0,0,0,7,1,0,0,2,0,0,5,11,0,0,2,0,0,0,0,0,1,0,0,55,1
CD4 T cells,0,0,0,1,0,1,524,64,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0
CD8 T cells,0,5,1,5,3,1,117,790,5,4,5,0,0,3,1,0,3,2,0,0,2,54,6,0,2,0,0,0,0,1,1
Classical monocytes,0,0,0,30,0,0,2,4,836,3,19,0,0,2,6,1,2,0,85,0,0,0,61,1,1,0,0,0,0,0,0
Club,0,0,1,0,0,2,0,1,2,689,0,3,0,0,1,0,159,3,0,0,2,0,2,0,0,0,1,0,0,53,71
DC2,0,0,0,23,2,1,1,3,23,1,926,0,0,3,0,0,1,0,69,1,3,0,26,0,0,0,0,0,0,0,1
Deuterosomal,0,0,0,0,0,0,0,0,0,6,0,289,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,2,0
EC aerocyte capillary,0,0,1,4,0,0,3,0,0,0,0,0,348,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EC general capillary,0,0,5,10,0,1,8,3,0,16,1,0,23,430,28,15,0,0,0,0,0,2,2,0,0,0,0,0,0,6,3
EC venous pulmonary,1,2,0,2,0,0,0,1,2,1,0,0,1,23,577,51,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
EC venous systemic,0,0,0,1,0,0,0,0,1,0,0,0,0,43,52,509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Goblet,0,0,0,5,0,1,0,0,0,90,1,2,0,0,0,0,709,6,0,0,27,0,1,0,0,0,20,0,0,7,19
Hillock-like,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,6,242,0,0,1,0,0,0,0,0,1,0,0,27,0
Interstitial macrophages,0,0,0,179,0,1,0,0,50,1,98,0,0,0,0,0,3,0,689,0,0,1,28,0,0,1,0,0,0,0,1
Ionocyte,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,173,1,0,0,0,0,0,0,0,0,1,0
Multiciliated,3,0,0,0,0,4,0,0,1,2,0,7,0,0,0,0,23,1,0,0,1732,1,0,1,0,0,0,0,0,2,4
NK cells,1,0,0,0,0,0,1,46,1,0,1,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0
Non-classical monocytes,0,0,0,22,0,0,0,4,87,0,15,0,0,0,0,0,0,0,24,0,0,3,590,0,0,0,0,0,0,1,1
Peribronchial fibroblasts,0,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0
Pericytes,0,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,175,0,0,0,0,0,0
Plasma cells,0,0,0,2,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,299,0,0,0,0,0
SMG duct,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,168,0,1,0,5
SMG mucous,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72,0,0,1
SMG serous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,63,0,0
Suprabasal,1,0,0,0,2,102,0,1,0,46,0,0,0,0,0,0,15,38,0,0,2,0,0,0,0,0,0,0,0,451,2
Transitional Club-AT2,8,0,1,0,0,4,0,1,1,39,0,0,0,0,1,0,39,0,0,0,2,0,0,0,0,0,6,0,0,2,741
