cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9869565217391304,0.9912663755458515,0.9826839826839827,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9278350515463918,0.9375,0.9183673469387755,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9619047619047619,0.9680511182108626,0.9558359621451105,317.0
T-helper 22 cell,0.6219081272084805,0.5906040268456376,0.6567164179104478,134.0
"central memory CD4-positive, alpha-beta T cell",0.6832579185520362,0.6894977168949772,0.6771300448430493,223.0
"effector CD8-positive, alpha-beta T cell",0.8560885608856088,0.8285714285714286,0.8854961832061069,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7319148936170212,0.7350427350427351,0.7288135593220338,118.0
gamma-delta T cell,0.5125,0.5324675324675324,0.4939759036144578,83.0
mature NK T cell,0.8313253012048193,0.9078947368421053,0.7666666666666667,90.0
mucosal invariant T cell,0.5925925925925926,0.6060606060606061,0.5797101449275363,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8264462809917356,0.8090614886731392,0.8445945945945946,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8258064516129032,0.8311688311688312,0.8205128205128205,156.0
