cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9935205183585313,0.9913793103448276,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9148936170212766,0.9555555555555556,0.8775510204081632,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9640062597809077,0.9565217391304348,0.9716088328075709,317.0
T-helper 22 cell,0.7436823104693141,0.7202797202797203,0.7686567164179104,134.0
"central memory CD4-positive, alpha-beta T cell",0.7037861915367484,0.6991150442477876,0.7085201793721974,223.0
"effector CD8-positive, alpha-beta T cell",0.8260869565217391,0.7862068965517242,0.8702290076335878,131.0
"effector memory CD8-positive, alpha-beta T cell",0.7521367521367521,0.7586206896551724,0.7457627118644068,118.0
gamma-delta T cell,0.43356643356643354,0.5166666666666667,0.37349397590361444,83.0
mature NK T cell,0.8198757763975155,0.9295774647887324,0.7333333333333333,90.0
mucosal invariant T cell,0.6714285714285714,0.6619718309859155,0.6811594202898551,69.0
naive B cell,1.0,1.0,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8362480127186009,0.7897897897897898,0.8885135135135135,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8166089965397924,0.8872180451127819,0.7564102564102564,156.0
