scheme,dataset,batch,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_held_out,full,no,hvg,0.5330163688132732,0.016527613690910124,0.760839729030035,0.022874647932364243,5,9031.2,2257.8,40.0,None,0.0
donor_held_out,full,no,X_scVI,0.5217429224046369,0.030707692881164973,0.7536110536594139,0.035246033557120096,5,9031.2,2257.8,40.0,None,0.0
donor_held_out,full,no,X_pca,0.49135765715790497,0.03554530564850508,0.772322781686338,0.03595876712006308,5,9031.2,2257.8,40.0,None,0.0
donor_held_out,full,no,X_harmony,0.46562808990171745,0.033495264838599735,0.7493191748037166,0.0330938904997583,5,9031.2,2257.8,40.0,None,0.0
