fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_pca,0.46733041668159175,0.8114856429463171,8886,2403,40,18,5,None,0
2,X_pca,0.44320583175567024,0.7227162489894907,8815,2474,40,18,5,None,0
3,X_pca,0.5008720636832213,0.7955193482688391,8834,2455,40,18,5,None,0
4,X_pca,0.5154783731922267,0.7492401215805471,9315,1974,40,19,4,None,0
5,X_pca,0.5299016004768149,0.7826525466464952,9306,1983,40,19,4,None,0
