fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,hvg,0.5172197230253971,0.7831876820640865,8886,2403,40,18,5,None,0
2,hvg,0.5145031000037925,0.7316087308003234,8815,2474,40,18,5,None,0
3,hvg,0.552924885664078,0.7792260692464359,8834,2455,40,18,5,None,0
4,hvg,0.5406194017381434,0.7421479229989868,9315,1974,40,19,4,None,0
5,hvg,0.5398147336349552,0.7680282400403429,9306,1983,40,19,4,None,0
