fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,hvg,0.9211126226512937,0.9213963429114225,56778,16844,18,83,21,None,0
2,hvg,0.9297255095843069,0.9282084785133565,59846,13776,18,83,21,None,0
3,hvg,0.9252681294497105,0.9206922310756972,57558,16064,18,83,21,None,0
4,hvg,0.9229265698562403,0.9150965707528577,60937,12685,18,83,21,None,0
5,hvg,0.9244580649806119,0.9179821791903459,59369,14253,18,84,20,None,0
