fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,harmony,0.8375639953965323,0.8595345523628591,56778,16844,18,83,21,None,0
2,harmony,0.8461404408143999,0.8604094076655052,59846,13776,18,83,21,None,0
3,harmony,0.8530670219256303,0.8573207171314741,57558,16064,18,83,21,None,0
4,harmony,0.8490572836610021,0.8507686243594798,60937,12685,18,83,21,None,0
5,harmony,0.8695144559436782,0.8718164596926963,59369,14253,18,84,20,None,0
