fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,scvi,0.9348835576411564,0.9342199002612206,56778,16844,18,83,21,None,0
2,scvi,0.9368953775440555,0.9369192799070848,59846,13776,18,83,21,None,0
3,scvi,0.9339179705505847,0.9302788844621513,57558,16064,18,83,21,None,0
4,scvi,0.9318145426533522,0.9233740638549468,60937,12685,18,83,21,None,0
5,scvi,0.9396553064590284,0.9352417035010173,59369,14253,18,84,20,None,0
