fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,pca,0.8760978790111393,0.8844692472096889,56778,16844,18,83,21,None,0
2,pca,0.8753681064627234,0.8855255516840883,59846,13776,18,83,21,None,0
3,pca,0.8749591019882765,0.8768052788844621,57558,16064,18,83,21,None,0
4,pca,0.8697274162942116,0.8634607804493496,60937,12685,18,83,21,None,0
5,pca,0.8810329380473583,0.8813583105311162,59369,14253,18,84,20,None,0
