cell_type,f1,precision,recall,support,fold
B cell,0.7272727272727272,0.6666666666666666,0.8,5.0,5
"CD14-low, CD16-positive monocyte",0.0,0.0,0.0,6.0,5
CD14-positive monocyte,0.9825242718446602,0.9693486590038314,0.9960629921259843,254.0,5
"CD16-negative, CD56-bright natural killer cell, human",0.8387096774193549,0.8387096774193549,0.8387096774193549,31.0,5
"CD16-positive, CD56-dim natural killer cell, human",0.9339622641509434,0.8918918918918919,0.9801980198019802,202.0,5
"CD34-positive, CD38-negative hematopoietic stem cell",0.0,0.0,0.0,1.0,5
"CD4-positive, alpha-beta T cell",0.0,0.0,0.0,0.0,5
"CD8-positive, alpha-beta T cell",0.6666666666666666,0.5,1.0,1.0,5
"ILC1, human",0.0,0.0,0.0,3.0,5
IgA plasma cell,0.8,1.0,0.6666666666666666,3.0,5
IgG plasma cell,0.0,0.0,0.0,2.0,5
IgM plasma cell,0.0,0.0,0.0,0.0,5
T follicular helper cell,0.0,0.0,0.0,7.0,5
T-helper 1 cell,0.0,0.0,0.0,6.0,5
T-helper 2 cell,0.0,0.0,0.0,1.0,5
T-helper 22 cell,0.653061224489796,0.768,0.5680473372781065,169.0,5
"central memory CD4-positive, alpha-beta T cell",0.7508896797153025,0.647239263803681,0.8940677966101694,236.0,5
class switched memory B cell,0.6060606060606061,0.7407407407407407,0.5128205128205128,39.0,5
dendritic cell,1.0,1.0,1.0,2.0,5
"dendritic cell, human",0.5714285714285714,0.7272727272727273,0.47058823529411764,17.0,5
"effector CD8-positive, alpha-beta T cell",0.6571428571428571,0.5227272727272727,0.8846153846153846,52.0,5
"effector memory CD4-positive, alpha-beta T cell",0.0,0.0,0.0,0.0,5
"effector memory CD8-positive, alpha-beta T cell",0.49673202614379086,0.4,0.6551724137931034,58.0,5
erythrocyte,0.6666666666666666,0.7142857142857143,0.625,8.0,5
"erythroid progenitor cell, mammalian",1.0,1.0,1.0,1.0,5
gamma-delta T cell,0.1746031746031746,0.4782608695652174,0.10679611650485436,103.0,5
"group 2 innate lymphoid cell, human",0.0,0.0,0.0,2.0,5
immature B cell,0.47058823529411764,0.5714285714285714,0.4,10.0,5
mature NK T cell,0.88,0.9016393442622951,0.859375,64.0,5
mucosal invariant T cell,0.688,0.6417910447761194,0.7413793103448276,58.0,5
myeloid dendritic cell,0.7200000000000001,0.6428571428571429,0.8181818181818182,11.0,5
naive B cell,0.826568265682657,0.7466666666666667,0.9256198347107438,121.0,5
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8336314847942755,0.9209486166007905,0.761437908496732,306.0,5
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8108108108108109,0.8108108108108109,0.8108108108108109,148.0,5
natural killer cell,0.6,0.75,0.5,6.0,5
plasmablast,0.0,0.0,0.0,1.0,5
plasmacytoid dendritic cell,1.0,1.0,1.0,10.0,5
platelet,0.7000000000000001,0.5833333333333334,0.875,24.0,5
regulatory T cell,0.0,0.0,0.0,2.0,5
unswitched memory B cell,0.13333333333333336,0.5,0.07692307692307693,13.0,5
