fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,X_harmony,0.4876495131601176,0.7894298793175197,8886,2403,40,18,5,None,0
2,X_harmony,0.40849252326649077,0.7109943411479386,8815,2474,40,18,5,None,0
3,X_harmony,0.48512452565438247,0.7718940936863544,8834,2455,40,18,5,None,0
4,X_harmony,0.4843054212199399,0.7213779128672746,9315,1974,40,19,4,None,0
5,X_harmony,0.4625684662076567,0.7528996469994957,9306,1983,40,19,4,None,0
