cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9815005942722754,0.9768807789578979,0.9863396018706849,230.6
plasmacytoid dendritic cell,0.9786666666666667,0.9846153846153847,0.975,13.0
"CD16-positive, CD56-dim natural killer cell, human",0.9166758058576427,0.9064592210034939,0.9282293442110168,316.4
erythrocyte,0.9147637222112925,0.8984817115251899,0.9373737373737374,10.6
mature NK T cell,0.857657589494653,0.9364407649117364,0.7960028541656826,89.8
naive B cell,0.8199755782561873,0.7282542358539746,0.939250727099951,124.8
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8146014967892483,0.7727821275602328,0.8689521601440466,295.8
"CD16-negative, CD56-bright natural killer cell, human",0.812586763518967,0.8111231241876403,0.8170131881647386,49.4
platelet,0.7958029037662906,0.8040712945590995,0.8203457303457304,39.6
IgA plasma cell,0.7916666666666666,0.8261904761904763,0.7644444444444444,4.2
myeloid dendritic cell,0.7703499278499278,0.7386939571150097,0.8282327476445124,22.4
"effector CD8-positive, alpha-beta T cell",0.7437010254209635,0.6740532472909988,0.8524271201810645,131.2
"erythroid progenitor cell, mammalian",0.7314285714285714,0.7333333333333333,0.8,2.4
"dendritic cell, human",0.6998743394536486,0.7595970695970695,0.6674726254138019,24.0
dendritic cell,0.6980952380952381,0.8333333333333334,0.7166666666666666,3.2
"effector memory CD8-positive, alpha-beta T cell",0.6829523205230874,0.675237026337175,0.7007688621270167,118.4
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6597888689751622,0.6955150205384947,0.631028844470039,156.2
mucosal invariant T cell,0.6553687636754535,0.6657639351372281,0.6480380826070482,69.2
T-helper 22 cell,0.5800090290831016,0.566076232623995,0.6457140424247418,133.8
"central memory CD4-positive, alpha-beta T cell",0.5734585290708134,0.5526950547545513,0.6345113864860272,223.0
class switched memory B cell,0.48730895867118773,0.57953119232189,0.43318646123524174,30.6
"CD4-positive, alpha-beta T cell",0.3333333333333333,0.4,0.3,0.8
gamma-delta T cell,0.2946006948445973,0.43495753080690935,0.24652498079305415,82.8
B cell,0.29333333333333333,0.45,0.23666666666666666,3.8
"CD34-positive, CD38-negative hematopoietic stem cell",0.16,0.2,0.13333333333333333,2.2
natural killer cell,0.15714285714285714,0.4,0.1,3.6
"effector memory CD4-positive, alpha-beta T cell",0.09047619047619047,0.11666666666666665,0.075,4.2
T follicular helper cell,0.08006926406926407,0.28047619047619043,0.04761116739840144,25.8
immature B cell,0.07913978494623655,0.2333333333333333,0.05064935064935065,16.2
unswitched memory B cell,0.05,0.1,0.03333333333333333,8.8
"CD8-positive, alpha-beta T cell",0.0,0.0,0.0,2.0
"CD14-low, CD16-positive monocyte",0.0,0.0,0.0,2.6
IgM plasma cell,0.0,0.0,0.0,1.0
IgG plasma cell,0.0,0.0,0.0,1.6
T-helper 1 cell,0.0,0.0,0.0,2.4
"ILC1, human",0.0,0.0,0.0,6.6
T-helper 2 cell,0.0,0.0,0.0,0.6
"group 2 innate lymphoid cell, human",0.0,0.0,0.0,1.2
plasmablast,0.0,0.0,0.0,1.4
regulatory T cell,0.0,0.0,0.0,1.6
