cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9935205183585313,0.9913793103448276,0.9956709956709957,231.0
"CD16-negative, CD56-bright natural killer cell, human",0.9072164948453608,0.9166666666666666,0.8979591836734694,49.0
"CD16-positive, CD56-dim natural killer cell, human",0.9747634069400631,0.9747634069400631,0.9747634069400631,317.0
T-helper 22 cell,0.6589147286821705,0.6854838709677419,0.6343283582089553,134.0
"central memory CD4-positive, alpha-beta T cell",0.7245762711864406,0.6867469879518072,0.7668161434977578,223.0
"effector CD8-positive, alpha-beta T cell",0.8970588235294118,0.8652482269503546,0.9312977099236641,131.0
"effector memory CD8-positive, alpha-beta T cell",0.8264462809917356,0.8064516129032258,0.847457627118644,118.0
gamma-delta T cell,0.5652173913043478,0.7090909090909091,0.46987951807228917,83.0
mature NK T cell,0.9166666666666666,0.9871794871794872,0.8555555555555555,90.0
mucosal invariant T cell,0.6993006993006993,0.6756756756756757,0.7246376811594203,69.0
naive B cell,0.9960159362549801,0.9920634920634921,1.0,125.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.875,0.8525641025641025,0.8986486486486487,296.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8053691275167785,0.8450704225352113,0.7692307692307693,156.0
