scheme,representation,macro_f1,accuracy,n_cells_used,n_classes_used,batch_covariate,n_batch_features
random_split,hvg,0.8064886057926064,0.8367952522255193,10107,13,Site,2
random_split,pca,0.8338512573520913,0.8595450049455984,10107,13,Site,2
random_split,harmony,0.7892540673578475,0.8234421364985163,10107,13,Site,2
random_split,scvi,0.7872154233062619,0.8189910979228486,10107,13,Site,2
