fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,harmony,0.9412258995304682,0.9431990097648192,86869,21813,7,132,34,batch,14
2,harmony,0.9497902798305266,0.9514379356506486,87019,21663,7,133,33,batch,14
3,harmony,0.9350249154184757,0.9370406778074241,87319,21363,7,133,33,batch,14
4,harmony,0.9484071991970427,0.9494819249366797,86967,21715,7,133,33,batch,14
5,harmony,0.9521354360198538,0.9530459146782357,86554,22128,7,133,33,batch,14
