scheme,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_cv,hvg,0.27754881137520515,0.004741685937248713,0.29712249903313115,0.005905178427823106,5,86945.6,21736.4,7.0,batch,14.0
donor_cv,pca,0.25592790678513966,0.005835938273873998,0.2983800567042455,0.006569471881009853,5,86945.6,21736.4,7.0,batch,14.0
donor_cv,harmony,0.25554662865914934,0.0063811138334630745,0.2991721409873657,0.007322552727865133,5,86945.6,21736.4,7.0,batch,14.0
