cell_type,f1,precision,recall,support
B cells,0.9993939393939394,0.9993939393939394,0.9993939393939394,3300.0
CD4+ T cells,0.9320036264732547,0.9294755877034359,0.9345454545454546,3300.0
MAIT cells,0.9581947743467933,0.9500706547338672,0.9664590321034978,2087.0
Myeloid cells,0.9998484618881649,1.0,0.9996969696969698,3300.0
NK cells,0.9779333434789226,0.9822684194435952,0.9736363636363636,3300.0
TRAV1-2- CD8+ T cells,0.8740762636712976,0.8531448355452972,0.8960606060606061,3300.0
gd T cells,0.8470719880641552,0.8781902552204176,0.8180835734870316,2776.0
