cell_type,f1,precision,recall,support
B cells,0.19781757134862898,0.18373180873180872,0.21424242424242423,3300.0
CD4+ T cells,0.1922648859209794,0.17772633744855967,0.20939393939393938,3300.0
MAIT cells,0.06278026905829596,0.11206896551724138,0.043603258265452804,2087.0
Myeloid cells,0.18581330187288012,0.18098247629991382,0.19090909090909092,3300.0
NK cells,0.9843984398439845,0.9747474747474747,0.9942424242424243,3300.0
TRAV1-2- CD8+ T cells,0.2039645279081899,0.17902930402930403,0.23696969696969697,3300.0
gd T cells,0.1183729433272395,0.161875,0.09329971181556196,2776.0
