cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9960629921259843,0.9960629921259843,0.9960629921259843,254.0
"CD16-negative, CD56-bright natural killer cell, human",0.896551724137931,0.9629629629629629,0.8387096774193549,31.0
"CD16-positive, CD56-dim natural killer cell, human",0.975609756097561,0.9615384615384616,0.9900990099009901,202.0
T-helper 22 cell,0.6690391459074733,0.8392857142857143,0.5562130177514792,169.0
"central memory CD4-positive, alpha-beta T cell",0.7533460803059273,0.686411149825784,0.8347457627118644,236.0
"effector CD8-positive, alpha-beta T cell",0.6075949367088608,0.4528301886792453,0.9230769230769231,52.0
"effector memory CD8-positive, alpha-beta T cell",0.5611510791366906,0.48148148148148145,0.6724137931034483,58.0
gamma-delta T cell,0.26865671641791045,0.5806451612903226,0.17475728155339806,103.0
mature NK T cell,0.9166666666666666,0.9821428571428571,0.859375,64.0
mucosal invariant T cell,0.559322033898305,0.55,0.5689655172413793,58.0
naive B cell,1.0,1.0,1.0,121.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8612903225806452,0.8503184713375797,0.8725490196078431,306.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7986348122866894,0.8068965517241379,0.7905405405405406,148.0
