scheme,representation,macro_f1_mean,macro_f1_std,accuracy_mean,accuracy_std,n_folds,mean_train_cells,mean_test_cells,mean_n_classes_used,batch_covariate,mean_n_batch_features
donor_cv,hvg,0.765228846928757,0.019432652534430116,0.8024941944669755,0.023497241192331837,5,8085.6,2021.4,13.0,None,0.0
donor_cv,pca,0.7755062632592209,0.03132492654150234,0.8138616397649352,0.03717634035751671,5,8085.6,2021.4,13.0,None,0.0
donor_cv,harmony,0.7482247973783204,0.030225014235431818,0.7885305777058702,0.035854957108477366,5,8085.6,2021.4,13.0,None,0.0
donor_cv,scvi,0.7442182422485504,0.034786903047500886,0.7872281049705986,0.040640264274586155,5,8085.6,2021.4,13.0,None,0.0
