cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9900332225913622,0.9966555183946488,0.9834983498349835,303.0
"CD16-negative, CD56-bright natural killer cell, human",0.8484848484848485,0.8936170212765957,0.8076923076923077,52.0
"CD16-positive, CD56-dim natural killer cell, human",0.9224318658280922,0.9482758620689655,0.8979591836734694,245.0
T-helper 22 cell,0.5300353356890459,0.42613636363636365,0.7009345794392523,107.0
"central memory CD4-positive, alpha-beta T cell",0.6695402298850575,0.8351254480286738,0.5587529976019184,417.0
"effector CD8-positive, alpha-beta T cell",0.676056338028169,0.8,0.5853658536585366,123.0
"effector memory CD8-positive, alpha-beta T cell",0.6666666666666666,0.75,0.6,120.0
gamma-delta T cell,0.23255813953488372,0.16,0.425531914893617,47.0
mature NK T cell,0.8690476190476191,0.8390804597701149,0.9012345679012346,81.0
mucosal invariant T cell,0.6242038216560509,0.620253164556962,0.6282051282051282,78.0
naive B cell,1.0,1.0,1.0,189.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8062015503875969,0.7272727272727273,0.9043478260869565,230.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7446153846153846,0.7289156626506024,0.7610062893081762,159.0
