cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9850746268656716,0.9753694581280788,0.9949748743718593,199.0
"CD16-negative, CD56-bright natural killer cell, human",0.8860759493670886,0.9210526315789473,0.8536585365853658,82.0
"CD16-positive, CD56-dim natural killer cell, human",0.958005249343832,0.9455958549222798,0.9707446808510638,376.0
T-helper 22 cell,0.7049808429118773,0.6715328467153284,0.7419354838709677,124.0
"central memory CD4-positive, alpha-beta T cell",0.5968586387434555,0.5253456221198156,0.6909090909090909,165.0
"effector CD8-positive, alpha-beta T cell",0.8656036446469249,0.8260869565217391,0.9090909090909091,209.0
"effector memory CD8-positive, alpha-beta T cell",0.6985645933014354,0.6952380952380952,0.7019230769230769,104.0
gamma-delta T cell,0.4666666666666667,0.5915492957746479,0.3853211009174312,109.0
mature NK T cell,0.8070175438596491,0.9857142857142858,0.6831683168316832,101.0
mucosal invariant T cell,0.7712418300653595,0.8082191780821918,0.7375,80.0
naive B cell,0.994475138121547,0.989010989010989,1.0,90.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8450704225352113,0.8638743455497382,0.8270676691729323,399.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7003367003367004,0.7074829931972789,0.6933333333333334,150.0
