cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9980276134122288,1.0,0.9960629921259843,254.0
"CD16-negative, CD56-bright natural killer cell, human",0.8421052631578947,0.9230769230769231,0.7741935483870968,31.0
"CD16-positive, CD56-dim natural killer cell, human",0.9476190476190476,0.9128440366972477,0.9851485148514851,202.0
T-helper 22 cell,0.6540880503144654,0.697986577181208,0.6153846153846154,169.0
"central memory CD4-positive, alpha-beta T cell",0.7372881355932204,0.7372881355932204,0.7372881355932204,236.0
"effector CD8-positive, alpha-beta T cell",0.7419354838709677,0.6388888888888888,0.8846153846153846,52.0
"effector memory CD8-positive, alpha-beta T cell",0.5714285714285714,0.5573770491803278,0.5862068965517241,58.0
gamma-delta T cell,0.5454545454545454,0.6071428571428571,0.49514563106796117,103.0
mature NK T cell,0.943089430894309,0.9830508474576272,0.90625,64.0
mucosal invariant T cell,0.5378151260504201,0.5245901639344263,0.5517241379310345,58.0
naive B cell,1.0,1.0,1.0,121.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8477905073649754,0.8491803278688524,0.8464052287581699,306.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8459016393442623,0.821656050955414,0.8716216216216216,148.0
