cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9900497512437811,0.9802955665024631,1.0,199.0
"CD16-negative, CD56-bright natural killer cell, human",0.9024390243902439,0.9024390243902439,0.9024390243902439,82.0
"CD16-positive, CD56-dim natural killer cell, human",0.9696169088507266,0.963254593175853,0.976063829787234,376.0
T-helper 22 cell,0.736,0.7301587301587301,0.7419354838709677,124.0
"central memory CD4-positive, alpha-beta T cell",0.6552706552706553,0.6182795698924731,0.696969696969697,165.0
"effector CD8-positive, alpha-beta T cell",0.8923766816143498,0.8396624472573839,0.9521531100478469,209.0
"effector memory CD8-positive, alpha-beta T cell",0.73,0.7604166666666666,0.7019230769230769,104.0
gamma-delta T cell,0.6229508196721312,0.7702702702702703,0.5229357798165137,109.0
mature NK T cell,0.8135593220338984,0.9473684210526315,0.7128712871287128,101.0
mucosal invariant T cell,0.7672955974842768,0.7721518987341772,0.7625,80.0
naive B cell,0.994475138121547,0.989010989010989,1.0,90.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8801955990220048,0.8591885441527446,0.9022556390977443,399.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.75,0.782608695652174,0.72,150.0
