cell_type,f1,precision,recall,support
CD14-positive monocyte,0.988391376451078,0.9933333333333333,0.9834983498349835,303.0
"CD16-negative, CD56-bright natural killer cell, human",0.8823529411764706,0.9,0.8653846153846154,52.0
"CD16-positive, CD56-dim natural killer cell, human",0.8796498905908097,0.9481132075471698,0.8204081632653061,245.0
T-helper 22 cell,0.48231511254019294,0.36764705882352944,0.7009345794392523,107.0
"central memory CD4-positive, alpha-beta T cell",0.6578171091445427,0.8544061302681992,0.5347721822541966,417.0
"effector CD8-positive, alpha-beta T cell",0.7142857142857143,0.6369426751592356,0.8130081300813008,123.0
"effector memory CD8-positive, alpha-beta T cell",0.56,0.6,0.525,120.0
gamma-delta T cell,0.15384615384615385,0.12048192771084337,0.2127659574468085,47.0
mature NK T cell,0.8902439024390244,0.8795180722891566,0.9012345679012346,81.0
mucosal invariant T cell,0.45925925925925926,0.543859649122807,0.3974358974358974,78.0
naive B cell,1.0,1.0,1.0,189.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.7559633027522936,0.653968253968254,0.8956521739130435,230.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6190476190476191,0.674074074074074,0.5723270440251572,159.0
