cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9895615866388309,0.9875,0.9916317991631799,239.0
"CD16-negative, CD56-bright natural killer cell, human",0.8623853211009175,0.9215686274509803,0.8103448275862069,58.0
"CD16-positive, CD56-dim natural killer cell, human",0.9569569569569569,0.9484126984126984,0.9656565656565657,495.0
T-helper 22 cell,0.562874251497006,0.46534653465346537,0.7121212121212122,66.0
"central memory CD4-positive, alpha-beta T cell",0.6459143968871596,0.6194029850746269,0.6747967479674797,123.0
"effector CD8-positive, alpha-beta T cell",0.7507507507507507,0.702247191011236,0.8064516129032258,155.0
"effector memory CD8-positive, alpha-beta T cell",0.75,0.8129032258064516,0.6961325966850829,181.0
gamma-delta T cell,0.35526315789473684,0.38028169014084506,0.3333333333333333,81.0
mature NK T cell,0.8296943231441049,0.8796296296296297,0.7851239669421488,121.0
mucosal invariant T cell,0.6615384615384615,0.7166666666666667,0.6142857142857143,70.0
naive B cell,1.0,1.0,1.0,164.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.836,0.81640625,0.8565573770491803,244.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.726643598615917,0.7954545454545454,0.6687898089171974,157.0
