fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,harmony,0.7653103132729082,0.8277623026926648,7953,2154,13,18,5,None,0
2,harmony,0.6985295732522848,0.7438400743840075,7956,2151,13,18,5,None,0
3,harmony,0.7797936613453041,0.8144424131627057,7919,2188,13,18,5,None,0
4,harmony,0.7448248505973019,0.7615894039735099,8295,1812,13,19,4,None,0
5,harmony,0.7531614119063375,0.8102108768035516,8305,1802,13,19,4,None,0
