cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9828850855745721,0.9852941176470589,0.9804878048780488,205.0
"CD16-negative, CD56-bright natural killer cell, human",0.023529411764705882,1.0,0.011904761904761904,84.0
"CD16-positive, CD56-dim natural killer cell, human",0.7015810276679842,0.5744336569579288,0.9010152284263959,394.0
T-helper 22 cell,0.2433862433862434,0.32857142857142857,0.19327731092436976,119.0
"central memory CD4-positive, alpha-beta T cell",0.47139588100686497,0.3814814814814815,0.6167664670658682,167.0
"effector CD8-positive, alpha-beta T cell",0.3657817109144542,0.4881889763779528,0.29245283018867924,212.0
"effector memory CD8-positive, alpha-beta T cell",0.18333333333333332,0.15942028985507245,0.21568627450980393,102.0
gamma-delta T cell,0.03539823008849558,0.15384615384615385,0.02,100.0
mature NK T cell,0.8044692737430168,0.935064935064935,0.7058823529411765,102.0
mucosal invariant T cell,0.043478260869565216,0.14285714285714285,0.02564102564102564,78.0
naive B cell,0.9942196531791908,0.9885057471264368,1.0,86.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.5535524920466597,0.47802197802197804,0.6574307304785895,397.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.09580838323353294,0.3333333333333333,0.055944055944055944,143.0
