cell_type,f1,precision,recall,support
naive B cell,1.0,1.0,1.0,124.8
CD14-positive monocyte,0.99145045294656,0.9892145693720525,0.9937602070148225,230.6
"CD16-positive, CD56-dim natural killer cell, human",0.9427732287520415,0.9413802775490543,0.9469433017986992,316.4
"CD16-negative, CD56-bright natural killer cell, human",0.8661780382190344,0.9144091497791689,0.8266158597454888,49.4
mature NK T cell,0.8596648250795201,0.9310273425815595,0.8029404765895413,89.8
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8113782712731743,0.8097546969132798,0.8244718870954866,295.8
"effector CD8-positive, alpha-beta T cell",0.7644358644358644,0.6972423271949892,0.8579307168461998,131.2
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6755233627741938,0.7256862622080014,0.6347308960780322,156.2
"effector memory CD8-positive, alpha-beta T cell",0.6557081408124257,0.65174360985617,0.6745557196742362,118.4
"central memory CD4-positive, alpha-beta T cell",0.6248051629365863,0.6015179983488369,0.6918675610828561,223.0
mucosal invariant T cell,0.610186062444127,0.6632524493050809,0.57122363268915,69.2
T-helper 22 cell,0.572297996300447,0.5675711690638225,0.6223448908241261,133.8
gamma-delta T cell,0.29619939543980156,0.413486056903671,0.25874501348861223,82.8
