cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9875930521091811,0.9754901960784313,1.0,199.0
"CD16-negative, CD56-bright natural killer cell, human",0.9056603773584906,0.935064935064935,0.8780487804878049,82.0
"CD16-positive, CD56-dim natural killer cell, human",0.9644268774703557,0.9556135770234987,0.973404255319149,376.0
T-helper 22 cell,0.6292134831460674,0.5874125874125874,0.6774193548387096,124.0
"central memory CD4-positive, alpha-beta T cell",0.5449871465295629,0.4732142857142857,0.6424242424242425,165.0
"effector CD8-positive, alpha-beta T cell",0.8571428571428571,0.7926829268292683,0.9330143540669856,209.0
"effector memory CD8-positive, alpha-beta T cell",0.7307692307692307,0.7307692307692307,0.7307692307692307,104.0
gamma-delta T cell,0.5240641711229946,0.6282051282051282,0.44954128440366975,109.0
mature NK T cell,0.8181818181818182,0.96,0.7128712871287128,101.0
mucosal invariant T cell,0.7132867132867133,0.8095238095238095,0.6375,80.0
naive B cell,1.0,1.0,1.0,90.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8102564102564103,0.8293963254593176,0.7919799498746867,399.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.6666666666666666,0.75,0.6,150.0
