cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9980353634577603,0.996078431372549,1.0,254.0
"CD16-negative, CD56-bright natural killer cell, human",0.8666666666666667,0.896551724137931,0.8387096774193549,31.0
"CD16-positive, CD56-dim natural killer cell, human",0.9588377723970944,0.9383886255924171,0.9801980198019802,202.0
T-helper 22 cell,0.6950354609929078,0.8672566371681416,0.5798816568047337,169.0
"central memory CD4-positive, alpha-beta T cell",0.7781954887218046,0.6993243243243243,0.8771186440677966,236.0
"effector CD8-positive, alpha-beta T cell",0.75,0.631578947368421,0.9230769230769231,52.0
"effector memory CD8-positive, alpha-beta T cell",0.6386554621848739,0.6229508196721312,0.6551724137931034,58.0
gamma-delta T cell,0.5217391304347826,0.7241379310344828,0.4077669902912621,103.0
mature NK T cell,0.9166666666666666,0.9821428571428571,0.859375,64.0
mucosal invariant T cell,0.608,0.5671641791044776,0.6551724137931034,58.0
naive B cell,1.0,1.0,1.0,121.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8899835796387521,0.8943894389438944,0.8856209150326797,306.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.8223684210526315,0.8012820512820513,0.8445945945945946,148.0
