cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9872611464968153,0.9935897435897436,0.9810126582278481,158.0
"CD16-negative, CD56-bright natural killer cell, human",0.8695652173913043,0.9090909090909091,0.8333333333333334,24.0
"CD16-positive, CD56-dim natural killer cell, human",0.9683426443202979,0.9523809523809523,0.9848484848484849,264.0
T-helper 22 cell,0.5979899497487438,0.6102564102564103,0.5862068965517241,203.0
"central memory CD4-positive, alpha-beta T cell",0.6024096385542169,0.5186721991701245,0.7183908045977011,174.0
"effector CD8-positive, alpha-beta T cell",0.8620689655172413,0.8695652173913043,0.8547008547008547,117.0
"effector memory CD8-positive, alpha-beta T cell",0.8091603053435115,0.7969924812030075,0.8217054263565892,129.0
gamma-delta T cell,0.373134328358209,0.4166666666666667,0.33783783783783783,74.0
mature NK T cell,0.8717948717948718,0.918918918918919,0.8292682926829268,82.0
mucosal invariant T cell,0.509090909090909,0.56,0.4666666666666667,60.0
naive B cell,1.0,1.0,1.0,60.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.8191126279863481,0.8391608391608392,0.8,300.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.7452229299363057,0.7959183673469388,0.7005988023952096,167.0
