direction,group_col,train_group,test_group,representation,rep_key,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features,pair
Ncl_to_Cambridge,Site,Ncl,Cambridge,hvg,hvg,0.6698184912852808,0.6778537393826394,5280,4827,13,12,11,None,0,Ncl_vs_Cambridge
Ncl_to_Cambridge,Site,Ncl,Cambridge,pca,X_pca,0.6756067427629908,0.6703956909053242,5280,4827,13,12,11,None,0,Ncl_vs_Cambridge
Ncl_to_Cambridge,Site,Ncl,Cambridge,harmony,X_harmony,0.6671374125565972,0.6683240107727367,5280,4827,13,12,11,None,0,Ncl_vs_Cambridge
Ncl_to_Cambridge,Site,Ncl,Cambridge,scvi,X_scVI,0.6546393581541049,0.6474000414336026,5280,4827,13,12,11,None,0,Ncl_vs_Cambridge
Cambridge_to_Ncl,Site,Cambridge,Ncl,hvg,hvg,0.7157527691669598,0.7984848484848485,4827,5280,13,11,12,None,0,Ncl_vs_Cambridge
Cambridge_to_Ncl,Site,Cambridge,Ncl,pca,X_pca,0.7271295008492697,0.8083333333333333,4827,5280,13,11,12,None,0,Ncl_vs_Cambridge
Cambridge_to_Ncl,Site,Cambridge,Ncl,harmony,X_harmony,0.7039330523420293,0.7801136363636364,4827,5280,13,11,12,None,0,Ncl_vs_Cambridge
Cambridge_to_Ncl,Site,Cambridge,Ncl,scvi,X_scVI,0.696263707344616,0.7704545454545455,4827,5280,13,11,12,None,0,Ncl_vs_Cambridge
