cell_type,f1,precision,recall,support
CD14-positive monocyte,0.9631728045325779,0.9798270893371758,0.947075208913649,359.0
"CD16-negative, CD56-bright natural killer cell, human",0.0,0.0,0.0,94.0
"CD16-positive, CD56-dim natural killer cell, human",0.3465108284633895,0.2334414080592867,0.672,750.0
T-helper 22 cell,0.04319654427645789,0.1694915254237288,0.024752475247524754,404.0
"central memory CD4-positive, alpha-beta T cell",0.0,0.0,0.0,995.0
"effector CD8-positive, alpha-beta T cell",0.05,0.06428571428571428,0.04090909090909091,220.0
"effector memory CD8-positive, alpha-beta T cell",0.08766233766233765,0.07068062827225131,0.11538461538461539,234.0
gamma-delta T cell,0.0,0.0,0.0,138.0
mature NK T cell,0.5414364640883977,0.47115384615384615,0.6363636363636364,77.0
mucosal invariant T cell,0.0,0.0,0.0,155.0
naive B cell,0.9956331877729258,0.991304347826087,1.0,342.0
"naive thymus-derived CD4-positive, alpha-beta T cell",0.3542116630669547,0.3397790055248619,0.3699248120300752,665.0
"naive thymus-derived CD8-positive, alpha-beta T cell",0.1254125412541254,0.11089494163424124,0.14430379746835442,395.0
