representation,scheme,pred_prob_correct,coef_intercept,coef_scheme_random
hvg,donor_held_out,0.8176394453014743,1.5004356663994114,0.11636192891163642
hvg,random,0.834353005420419,1.5004356663994114,0.11636192891163642
pca,donor_held_out,0.8280053646981197,1.571556347246595,0.09389291585716876
pca,random,0.8409681462625874,1.571556347246595,0.09389291585716876
harmony,donor_held_out,0.7986334737246147,1.3777753479745145,0.05484404229510157
harmony,random,0.8073091190456567,1.3777753479745145,0.05484404229510157
scvi,donor_held_out,0.8027153903622728,1.403352813088048,0.10425838241490147
scvi,random,0.8187069162868331,1.403352813088048,0.10425838241490147
