fold,representation,macro_f1,accuracy,n_train_cells,n_test_cells,n_classes_used,n_train_donors,n_test_donors,batch_covariate,n_batch_features
1,pca,0.9468518071795489,0.9482877183331041,86869,21813,7,132,34,None,0
2,pca,0.9533296279539965,0.9551770299589162,87019,21663,7,133,33,None,0
3,pca,0.9391643007337784,0.9408322801104714,87319,21363,7,133,33,None,0
4,pca,0.9530981817343063,0.9540870366106378,86967,21715,7,133,33,None,0
5,pca,0.957001556096045,0.9578362255965293,86554,22128,7,133,33,None,0
